Faculty of Engineering Dean's Merit Scholarship,The Faculty of Engineering awards 35 of these scholarships. ...,https://www.scholarshipportal.com/scholarship/faculty-of-engineering-deans-merit-scholarship,Bachelor,NA,NA,NA
Entrance Scholarship for African Students Studying in English,The University of Ottawa is proud of the diversity of its international student body. This renewable scholarship is offered to international students who are citizens of African countries. ...,https://www.scholarshipportal.com/scholarship/entrance-scholarship-for-african-students-studying-in-english,Bachelor,NA,NA,NA
Sussex India Scholarship,"This scholarship is for applicants who have Indian nationality, are classed as 'Overseas' for fees purposes and have been accepted to study an eligible Masters course at Sussex. ...",https://www.scholarshipportal.com/scholarship/sussex-india-scholarship,Master,"£3,000 Tuition fee reduction",01-Sep-22,NA
COMMONWEALTH SPLIT-SITE SCHOLARSHIPS (FOR LOW AND MIDDLE INCOME COUNTRIES),"Funded by the UK Foreign Commonwealth and Development Office (FCDO), Commonwealth Split-site Scholarships enable talented and motivated individuals to gain the knowledge and skills required for sustainable development, and are aim...",https://www.scholarshipportal.com/scholarship/commonwealth-split-site-scholarships-for-low-and-middle-income-countries,Phd,NA,NA,NA
Sussex MBA Scholarships,"They offer scholarships to applicants who can demonstrate significant management experience and/or have graduated with a good degree, or other relevant qualification. ...",https://www.scholarshipportal.com/scholarship/sussex-mba-scholarships,Master,"£5,000 Partial Fee Waiver",30-Sep-22,NA
International Chinese Language Teachers Scholarship 2022,"For the purpose of satisfying the growing demand of the international community for Chinese language teachers and facilitating Chinese language education in other countries, the Center for Language Education and Cooperation (CLEC)...",https://www.scholarshipportal.com/scholarship/international-chinese-language-teachers-scholarship-2022,"Bachelor, , Master, , Phd",NA,15-Nov-22,NA
Sussex Graduate Scholarship,"This scholarship is available for Sussex graduates, with a First Class or Upper Second Class Bachelors degree, progressing to either a full time or part time eligible Masters at Sussex. ...",https://www.scholarshipportal.com/scholarship/sussex-graduate-scholarship,Master,NA,30-Sep-22,NA
BA History - Alan Skelton Bursary,The Alan Skelton Bursary is directed at Stage 3 mature students (over 25) preferably from the North East. The bursary is awarded to a mature student on the History degree programme. ...,https://www.scholarshipportal.com/scholarship/ba-history-alan-skelton-bursary,"Bachelor, , Master, , Phd","£1,250 per year",NA,NA
Professor Colin Eaborn Chemistry Scholarship,The Chemistry Department at Sussex is delighted to offer the Professor Colin Eaborn Chemistry Scholarship to students who have achieved excellent academic results prior to joining the University and who maintain academic excellenc...,https://www.scholarshipportal.com/scholarship/professor-colin-eaborn-chemistry-scholarship,"Bachelor, , Master",NA,30-Sep-22,NA
Medicine - Dianne and Brian Arkley MB BS Bursary,One scholarship is available each year to a Medical student entering Newcastle University via the PARTNERS Programme. ...,https://www.scholarshipportal.com/scholarship/medicine-dianne-and-brian-arkley-mb-bs-bursary,Bachelor,NA,NA,NA
Dr John Birch Music Scholarship (Organ),"The aim of this scholarship is to support one selected organ player to continue to develop and perform while studying at Sussex. This scholarship is open to all current undergraduate and postgraduate students at Sussex, whether or...",https://www.scholarshipportal.com/scholarship/dr-john-birch-music-scholarship-organ,"Bachelor, , Master, , Phd",NA,01-Oct-22,NA
Dental Surgery - Jimmy Steele Scholarship,Two scholarships are available to students entering stage 1 on the Dental Surgery BDS degree programme in the School of Dental Sciences. ...,https://www.scholarshipportal.com/scholarship/dental-surgery-jimmy-steele-scholarship,Bachelor,NA,NA,NA
Ward Hadaway Scholarship,Ward Hadaway sponsor two scholarships on the LLB programme within the Law School. ...,https://www.scholarshipportal.com/scholarship/ward-hadaway-scholarship,"Bachelor, , Master, , Phd",NA,NA,NA
Dental Surgery - Thukral Dental Scholarship,One scholarship per year is available to students entering stage 1 on the Dental Surgery BDS degree programme in the School of Dental Sciences in 2022-23. ...,https://www.scholarshipportal.com/scholarship/dental-surgery-thukral-dental-scholarship,Bachelor,NA,NA,NA
Medicine - The Geoffrey Harold Greatrex Scholarship,Four scholarships are available each year to Medical students entering Newcastle University via the PARTNERS Programme. ...,https://www.scholarshipportal.com/scholarship/medicine-the-geoffrey-harold-greatrex-scholarship,Bachelor,NA,NA,NA
F William Stephenson Excellence Scholarship,US-based graduate F William 'Bill' Stephenson has donated to Electrical and Electronic Engineering to allow the School of Engineering to offer a scholarship each year to the top student entering the University to begin their Stage...,https://www.scholarshipportal.com/scholarship/f-william-stephenson-excellence-scholarship,Bachelor,NA,NA,NA
John and Anne Scott Bursary,The John and Anne Scott Bursary scholarship is available to students accepted on to an undergraduate Mechanical Engineering degree programme in the School of Engineering. ...,https://www.scholarshipportal.com/scholarship/john-and-anne-scott-bursary,Bachelor,NA,31-Oct-22,NA
Roysia Foundation PARTNERS Scholarship,"The Roysia Foundation PARTNERS Scholarship are available to students entering stage 1 in 2022-23 via the PARTNERS Programme in Chemistry, Mathematics and Sport and Exercise Science. ...",https://www.scholarshipportal.com/scholarship/roysia-foundation-partners-scholarship,Bachelor,NA,NA,NA
Trinity Business School Scholarships 2022/23,"The scholarships are provided in recognition of academic excellence, diversity in experience and background, as well as those who demonstrate our values, both inside and outside the classroom. ...",https://www.scholarshipportal.com/scholarship/trinity-business-school-scholarships-202223,"Master, , Phd",NA,NA,NA
Hodcroft Larsen Scholarship,"The scholarship is provided by Mr Ken Hodcroft (BSc Chemical Engineering, 1976) and Mr Berge Larsen, (BSc Chemical Engineering, 1975) alumni. One scholarship is available to students accepted on to an undergraduate Chemical Engine...",https://www.scholarshipportal.com/scholarship/hodcroft-larsen-scholarship,Bachelor,NA,31-Oct-22,NA
Sandman Undergraduate Scholarship,"Four scholarships are available to undergraduate female students in EITHER a Mechanical Engineering degree programme OR in the School of Computing. Preference will be given to home students, ordinarily resident in the UK. ...",https://www.scholarshipportal.com/scholarship/sandman-undergraduate-scholarship,Bachelor,NA,31-Oct-22,NA
Applied Engineering Excellence Scholarship,"The scholarship is offered by an anonymous alumnus of Newcastle University, to encourage engineers’ practical understanding of their subject. ...",https://www.scholarshipportal.com/scholarship/applied-engineering-excellence-scholarship,"Master, , Phd",NA,NA,NA
Study Abroad Excellence Scholarship,The Trinity College Dublin Study Abroad Excellence Scholarship is awarded to a semester or full year undergraduate study abroad student who demonstrates academic excellence in their area of study and conveys how study abroad at Tr...,https://www.scholarshipportal.com/scholarship/study-abroad-excellence-scholarship,"Bachelor, , Master, , Phd",NA,15-Oct-22,NA
STEM Study Abroad Scholarships,The Trinity College Dublin STEM Study Abroad Excellence Scholarship is awarded to a semester or year study abroad student who demonstrates academic excellence in their area of study and conveys how study abroad at Trinity will aid...,https://www.scholarshipportal.com/scholarship/stem-study-abroad-scholarships,"Bachelor, , Master, , Phd",NA,15-Oct-22,NA
Generation Study Abroad Scholarship,Trinity College Dublin provides two scholarships per term to undergraduate study abroad students. The Scholarship is awarded to students with financial need who demonstrate academic excellence and convey how study abroad at Trinit...,https://www.scholarshipportal.com/scholarship/generation-study-abroad-scholarship,"Bachelor, , Master, , Phd",NA,15-Oct-22,NA
Academic Year Study Abroad Excellence Scholarship,The Trinity College Dublin Academic Year Study Abroad Excellence Scholarship is awarded to one student who demonstrates academic excellence in their area of study and conveys how study abroad at Trinity will aid them in achieving ...,https://www.scholarshipportal.com/scholarship/academic-year-study-abroad-excellence-scholarship,"Bachelor, , Master, , Phd",NA,15-Oct-22,NA
Vice-Chancellor’s International Scholarships,The Newcastle University offers 200 partial Vice-Chancellor’s International Scholarships to assist international students to study an undergraduate degree or postgraduate Master’s degree. ...,https://www.scholarshipportal.com/scholarship/vice-chancellors-international-scholarships,"Bachelor, , Master, , Phd","£4,000 tuition fee awards",NA,NA
Sports Scholarships and Funding,The Sports Scholarships and Funding is for students that are Committed athletes with a track record of achievement. ...,https://www.scholarshipportal.com/scholarship/sports-scholarships-and-funding,"Bachelor, , Master, , Phd",Up to £10.000,02-Oct-22,NA
Deutschland Scholarship,The Deutschland Scholarship is intended to support excellent students and aims to give them the opportunity for social commitment and personal development alongside their studies. ...,https://www.scholarshipportal.com/scholarship/deutschland-scholarship,Bachelor,NA,NA,NA
Opportunity Mannheim Scholarship,The Opportunity Mannheim Scholarship of the University of Mannheim Foundation aims to open up opportunities: The scholarship intends to enable students in a weaker financial position to take up or complete their studies. ...,https://www.scholarshipportal.com/scholarship/opportunity-mannheim-scholarship,Bachelor,NA,NA,NA
Postgraduate Academic Excellence International Scholarship,The scholarship is to attract high achieving commencing international students enrolling in a postgraduate coursework program at UTS in Sydney. ...,https://www.scholarshipportal.com/scholarship/postgraduate-academic-excellence-international-scholarship,"Master, , Phd",NA,07-Sep-22,NA
Graduate LLB Scholarship (Canada),The Graduate LLB is a 2-year accelerated conversion programme which leads to a qualifying LLB Law degree and is ideal for graduates from a wide range of disciplines seeking to change direction and embark on a rewarding career in l...,https://www.scholarshipportal.com/scholarship/graduate-llb-scholarship-canada,Bachelor,NA,30-Sep-22,NA
Sharjah Scholarships,"The Institute of Arab & Islamic Studies at the University of Exeter is delighted to offer a number of scholarships for students commencing the MArabic (Master of Arabic & Islamic Studies), BA Middle East Studies or BA Arab...",https://www.scholarshipportal.com/scholarship/sharjah-scholarships,Master,"£1,500 per year",31-Oct-22,NA
Undergraduate Merit Scholarships,"This scholarship is for undergraduate study, and offers a wide range of studies across a range of subject areas. ...",https://www.scholarshipportal.com/scholarship/undergraduate-merit-scholarships,Bachelor,NA,NA,NA
Merit scholarships for international students enrolled at Universität Hamburg,"With its merit scholarship program, Universität Hamburg supports outstanding international students and doctoral researchers in all subjects and at all degree levels who have been socially committed and actively involved in an int...",https://www.scholarshipportal.com/scholarship/merit-scholarships-for-international-students-enrolled-at-universitat-hamburg,Master,NA,15-Oct-22,NA
Lancaster Global Scholarship,"Lancaster University is delighted to announce that they will offer a generous scholarship to high-achieving students from all international countries, who are liable for International tuition fees. ...",https://www.scholarshipportal.com/scholarship/lancaster-global-scholarship,"Bachelor, , Master, , Phd",NA,NA,NA
International Postgraduate Taught MSc Scholarships,"The International Postgraduate Taught Scholarships are available to applicants from all international countries, with the exception of mainland China, Hong Kong and Macau. ...",https://www.scholarshipportal.com/scholarship/international-postgraduate-taught-msc-scholarships,Master,NA,04-Sep-22,NA
Alumni Loyalty Scholarship,"Lancaster University will offer a reduction in tuition fees for all taught Master’s programmes for eligible applicants, determined by the level of undergraduate or postgraduate award achieved. ...",https://www.scholarshipportal.com/scholarship/alumni-loyalty-scholarship,"Master, , Phd",Up to 20% off fees,NA,NA
Commonwealth Master's Scholarships,The scholarships is for students from low and middle income Commonwealth countries who want to study for a master’s degree in the UK. ...,https://www.scholarshipportal.com/scholarship/commonwealth-masters-scholarships,Master,NA,NA,NA
Economics and Finance Postgraduate Scholarships,"Eligible students will be contacted by Queen Mary after receiving an offer and invited to apply for a scholarship. They will consider applicants that have achieved a UK first class honours degree (or equivalent), and those who are...",https://www.scholarshipportal.com/scholarship/economics-and-finance-postgraduate-scholarships,Master,NA,NA,NA
International Women in Business Scholarships,"The International Women in Business Scholarships is awarded to women from overseas, who apply for a bachelor`s program at the Queen Mary University of London. ...",https://www.scholarshipportal.com/scholarship/international-women-in-business-scholarships,Bachelor,NA,NA,NA
Business and Management Postgraduate Scholarships,The Business and Management Postgraduate Scholarship is awarded for students enrolling in MSc and MA programmes in the School of Business and Management. ...,https://www.scholarshipportal.com/scholarship/business-and-management-postgraduate-scholarships,Master,NA,NA,NA
Queen Mary Global Excellence Scholarships (UG),The Queen Mary Global Excellence Scholarships are for undergraduates entering with A*AA (or international equivalent) in the Faculty of Science and Engineering. This is intended to attract the most talented students from around th...,https://www.scholarshipportal.com/scholarship/queen-mary-global-excellence-scholarships-ug,Bachelor,NA,NA,NA
Queen Mary Global Excellence Scholarships (PG),The Queen Mary Global Excellence Scholarships are for students entering with a UK first class degree (or international equivalent) in the Faculty of Science and Engineering. This is intended to attract the most talented students f...,https://www.scholarshipportal.com/scholarship/queen-mary-global-excellence-scholarships-pg,Master,NA,NA,NA
Associate Alumni Bursary,"Queen Mary offers students who have studied as an Associate Student (those completing a semester or year abroad at Queen Mary as part of their full degree at their home university as a Study Abroad, Erasmus or International Exchan...",https://www.scholarshipportal.com/scholarship/associate-alumni-bursary,"Master, , Phd",NA,NA,NA
Chevening Awards,Queen Mary works closely with the Chevening - the UK government’s international scheme aimed at developing global leaders - to provide a large number of full scholarships for study on their one-year Masters courses. Chevening Scho...,https://www.scholarshipportal.com/scholarship/chevening-awards,Master,NA,NA,NA
Eiffel Scholarship,The Eiffel programme is a scholarship programme run by the French Foreign Ministry in order to help French HEI to attract the top international students to Master's degrees and PhD programmes. ...,https://www.scholarshipportal.com/scholarship/eiffel-scholarship,"Master, , Phd",NA,NA,NA
Children of Alumni Award,"The scholarship for children of Alumni, students who are enrolled on a full Bachelors, Master's or Doctoral degree programme who are self-funding at least £1000 of their tuition fees. ...",https://www.scholarshipportal.com/scholarship/children-of-alumni-award,"Bachelor, , Master, , Phd",NA,NA,NA
MOFA Taiwan Scholarship,"In principle, this scholarship is granted to students from countries that have diplomatic relations with Taiwan. However, special consideration may also be given to students from other countries. ...",https://www.scholarshipportal.com/scholarship/mofa-taiwan-scholarship,"Bachelor, , Master, , Phd",NA,NA,NA
NTU Elite Doctoral Student Scholarship,The scolarship is available to all students applying for international doctoral programs. ...,https://www.scholarshipportal.com/scholarship/ntu-elite-doctoral-student-scholarship,Phd,NA,NA,NA
Outstanding International Graduate Student Scholarship,All students applying to the international graduate degree programs can apply. ...,https://www.scholarshipportal.com/scholarship/outstanding-international-graduate-student-scholarship,"Master, , Phd",NA,NA,NA
Allan and Nesta Ferguson Charitable Trust masters scholarships,"The University of Sheffield has a strong commitment to international development. One of the themes of their strategy is ‘celebrating, promoting and increasing the volume of the work that they do, to improve the lives of others th...",https://www.scholarshipportal.com/scholarship/allan-and-nesta-ferguson-charitable-trust-masters-scholarships,Bachelor,NA,NA,NA
International Postgraduate Scholarship 2022,They offer the International Postgraduate Scholarship 2022 to international students joining the University from selected regions to study a taught masters programme in September 2022. ...,https://www.scholarshipportal.com/scholarship/international-postgraduate-scholarship-2022,"Master, , Phd",2000-2500 £ for specific courses,NA,NA
NCUK Postgraduate Taught Scholarships,University of Sheffield offers the NCUK Postgraduate Taught Scholarship 2022 to new international students joining the University of Sheffield for a taught masters in September 2022 from an NCUK Study Centre. ...,https://www.scholarshipportal.com/scholarship/ncuk-postgraduate-taught-scholarships,"Master, , Phd",£2000 - £2500 for specific courses,NA,NA
$3000 TodayDeals Scholarship Programs: The Viral Of Shopping Through Social Media,"TodayDeals.org has formed a special scholarship program for students to give students awards that can support them pursue their educational goals. Through our scholarship program, we would like to give students useful information ...",https://www.scholarshipportal.com/scholarship/3000-today-deals-scholarship-programs-the-viral-of-shopping-through-social-media,"Master, Bachelor, Phd, Course",Up to $1500,31-Dec-22,NA
$3000 TodayDeals Scholarship Program,"TodayDeals.org has formed a special scholarship program for students to give students awards that can support them pursue their educational goals. Through our scholarship program, we would like to give students useful information ...",https://www.scholarshipportal.com/scholarship/3000-today-deals-scholarship-program,"Master, Bachelor, Course","Up to $1,500",31-Dec-22,NA
Scholarship for unprivileged international students,"Due to the rising costs in education, it becomes very challenging for students to continue with their higher education and pursue their dreams, for most students college becomes unaffordable due to its expensive fees structure.Wit...",https://www.scholarshipportal.com/scholarship/scholarship-for-unprivileged-international-students,"Master, Bachelor",Up to $3000,01-Nov-23,NA
The Eynesbury College High Achiever Progression Scholarship 2021-2025,The 2021-2025 Eynesbury College High Achiever Progression Scholarship rewards up to 100 international graduates of Eynesbury College who have achieved outstanding academic results. ...,https://www.scholarshipportal.com/scholarship/the-eynesbury-college-high-achiever-progression-scholarship-2021-2025,"Bachelor, , Master, , Phd",a 25% tuition fee reduction,NA,NA
Global Academic Excellence Scholarship (International) 2021-2025,The 2021-2025 University of Adelaide Global Academic Excellence Scholarship (International) is a highly competitive award that rewards commencing undergraduate and postgraduate coursework international students who have demonstrat...,https://www.scholarshipportal.com/scholarship/global-academic-excellence-scholarship-international-2021-2025,"Bachelor, , Master, , Phd",a 50% reduction of the tuition fee,NA,NA
The University of Adelaide College High Achiever Progression Scholarship 2021-2025,"The 2021-2025 University of Adelaide College High Achiever Progression Scholarship rewards up to 100 graduates of the University of Adelaide College, our preferred pathway provider, who have achieved outstanding academic results. ...",https://www.scholarshipportal.com/scholarship/the-university-of-adelaide-college-high-achiever-progression-scholarship-2021-2025,"Bachelor, , Master, , Phd",25% tuition fee,NA,NA
The University of Adelaide Global Citizens Scholarship 2021-2025,This scholarship rewards international students commencing an undergraduate or postgraduate qualification who have received academic merit in their studies. ...,https://www.scholarshipportal.com/scholarship/the-university-of-adelaide-global-citizens-scholarship-2021-2025,"Bachelor, , Master, , Phd",a reduction between 15% and 30% of the tuition fee,NA,NA
RWTH Aachen University Exchange Scholarships,This scholarship will provide financial support to one student of each of the participating universities for one semester at RWTH. ...,https://www.scholarshipportal.com/scholarship/rwth-aachen-university-exchange-scholarships,"Bachelor, , Master",for one semester,NA,NA
Alumni Scholarships (International) 2021-2025,The 2021-2025 University of Adelaide Alumni Scholarship (International) rewards the international graduates of the University's undergraduate and postgraduate programs (international alumni) who have demonstrated their passion for...,https://www.scholarshipportal.com/scholarship/alumni-scholarships-international-2021-2025,"Bachelor, , Master, , Phd",25% tuition fee reduction,NA,NA
Scholarship for Particularly Involved International Students,"Within the framework of the DAAD program, STIBET I, the International Office awards scholarships to particularly involved students from funds provided by the Federal Foreign Office. These scholarships are targeted towards internat...",https://www.scholarshipportal.com/scholarship/scholarship-for-particularly-involved-international-students,"Bachelor, , Master",per month,31-May-23,NA
The University of Adelaide College International Scholarship 2021-2025,The 2021-2025 University of Adelaide College International Scholarship rewards the international graduates of the University of Adelaide College. ...,https://www.scholarshipportal.com/scholarship/the-university-of-adelaide-college-international-scholarship-2021-2025,"Master, , Phd",10% tuition fee reduction,NA,NA
Scholarship for Completing Studies for Students,"The RWTH Aachen International Office can grant ""Studienabschluss"" scholarships to complete your studies as part of the DAAD funding program STIBET I with funds from the German Foreign Office. This ""Studienabschluss&...",https://www.scholarshipportal.com/scholarship/scholarship-for-completing-studies-for-students,"Bachelor, , Master",per month,30-Nov-22,NA
Family Scholarships (International) 2021-2025,The University of Adelaide offers the Family Scholarship (International) to commencing international undergraduate and postgraduate students who are either spouse or immediate family of an existing University of Adelaide student o...,https://www.scholarshipportal.com/scholarship/family-scholarships-international-2021-2025,"Bachelor, , Master, , Phd",a 25% tuition fee reduction,NA,NA
Higher Education Scholarships 2021-2025,The Higher Education Scholarships rewards undergraduate and postgraduate ( by coursework) international students who have demonstrated their passion for learning and loyalty to Australian education by successfully completing their...,https://www.scholarshipportal.com/scholarship/higher-education-scholarships-2021-2025,"Bachelor, , Master, , Phd",offers a 25% tuition fee reduction,NA,NA
Deutschlandstipendium (Germany Scholarship),"The University of Freiburg will award the Deutschlandstipendium (Germany Scholarship), a national scholarship program, which provides 300 euros per month in funding for students who are expected to produce outstanding achievements...",https://www.scholarshipportal.com/scholarship/deutschlandstipendium-germany-scholarship,"Bachelor, , Master",per month,31-Mar-23,NA
Chinese Government Scholarship-Belt and Road Program,Chinese Government Scholarship is a scholarship set up by the Chinese government to facilitate students and scholars from all over the world to conduct their study and research at Chinese universities. The scholarship aims to incr...,https://www.scholarshipportal.com/scholarship/chinese-government-scholarship-belt-and-road-program,"Bachelor, , Master","RMB 2,500 (for bachelor)/RMB 3,000 (for master)",NA,NA
The Directors’ Scholarship,"The Directors’ Scholarship is one of the most prestigious scholarships UC Irvine offers to domestic, out-of-state students entering UCI. ...",https://www.scholarshipportal.com/scholarship/the-directors-scholarship,Bachelor,NA,30-Nov-22,NA
Heyning-Roelli Foundation Scholarship,The Heyning-Roelli Foundation provides scholarships to talented but financially underprivileged students for travel and subsistence expenses. ...,https://www.scholarshipportal.com/scholarship/heyning-roelli-foundation-scholarship,"Bachelor, , Master",NA,20-Apr-23,NA
Danish state scholarships for non-EU/EEA students,Aarhus University offers a limited number of scholarships to the most talented applicants from outside Europe. ...,https://www.scholarshipportal.com/scholarship/danish-state-scholarships-for-non-eueea-students,Master,NA,15-Sep-22,NA
Inlaks Shivdasani Foundation,The Inlaks Shivdasani Foundation scholarship is offered at University of Copenhagen. ...,https://www.scholarshipportal.com/scholarship/inlaks-shivdasani-foundation,Master,NA,NA,NA
JN Tata Endowment Loan Scholarships,"The J. N. Tata Endowment awards a one-time loan scholarship only at the beginning of the course to Indian nationals for full time Postgraduate/Ph.D./Postdoctoral studies abroad, in all fields, irrespective of caste, creed, gender ...",https://www.scholarshipportal.com/scholarship/jn-tata-endowment-loan-scholarships,"Master, , Phd",NA,NA,NA
#YouAreWelcomeHere Scholarship,This grant is awarded to a select group of international undergraduate students who demonstrate a commitment to furthering the #YouAreWelcomeHere message by bridging intercultural divides. ...,https://www.scholarshipportal.com/scholarship/youarewelcomehere-scholarship,Bachelor,per year,NA,NA
International Tuition Grant,Awarded to academically competitive incoming freshmen with non-U.S. residency status applying from schools outside the United States. ...,https://www.scholarshipportal.com/scholarship/international-tuition-grant,Bachelor,"up to $25,000",01-Dec-22,NA
Dartmouth College - International Scholarship,"Dartmouth College meets the demonstrated need of all admitted undergraduates, including those from other countries. ...",https://www.scholarshipportal.com/scholarship/dartmouth-college-international-scholarship,"Bachelor, , Master, , Phd",NA,01-Feb-23,NA
University of Helsinki Scholarship,Scholarships are intended for excellent students from outside the EU/EEA and Switzerland who want to complete a Master's programme at the University of Helsinki. ...,https://www.scholarshipportal.com/scholarship/university-of-helsinki-scholarship,Master,NA,NA,NA
Lady Meherbai D. Tata Education Trust Scholarships,The Lady Meherbai D. Tata Education Trust Scholarships is offered at University of Copenhagen. ...,https://www.scholarshipportal.com/scholarship/lady-meherbai-d-tata-education-trust-scholarships,Master,NA,NA,NA
Honors College Excellence Scholarship,Awarded to a select group of non-Michigan residents and international students who are Honors College invitees. ...,https://www.scholarshipportal.com/scholarship/honors-college-excellence-scholarship,Bachelor,per year,NA,NA
Global Ambassador Grant,"Awarded to academically talented international freshmen applicants who exceed the admissions requirements, but do not qualify for the International Tuition Grant. ...",https://www.scholarshipportal.com/scholarship/global-ambassador-grant,Bachelor,NA,NA,NA
Red Cedar Scholarship,The Red Cedar Scholarship is offered at Michigan State University. ...,https://www.scholarshipportal.com/scholarship/red-cedar-scholarship,Bachelor,per year,NA,NA
Presidential Study Abroad Scholarship,The Presidential Study Abroad Scholarship is awarded for use with an MSU-sponsored or co-sponsored study abroad program outside of the United States; ...,https://www.scholarshipportal.com/scholarship/presidential-study-abroad-scholarship,Bachelor,up to 5000,NA,NA
UdeM Exemption Scholarship for International Students,The Université de Montréal introduces a new scholarship program for exemption from additional tuition fees for international students. The goal of this new program is to help the best talent from around the world attend one of the...,https://www.scholarshipportal.com/scholarship/udem-exemption-scholarship-for-international-students,"Bachelor, , Master, , Phd",up to $21038,01-Feb-23,NA
Entry Scholarship - The Hong Kong Polytechnic University,"These scholarships are for students who have performed outstandingly at high school, prior to studying at PolyU. ...",https://www.scholarshipportal.com/scholarship/entry-scholarship-the-hong-kong-polytechnic-university,Bachelor,up to USD25000/year,NA,NA
Cultural Ambassador Scholarship,"To further strengthen and enhance the diverse undergraduate student body, the Cultural Ambassador Scholarship is set up for non-local students from underrepresented nationalities. ...",https://www.scholarshipportal.com/scholarship/cultural-ambassador-scholarship,Bachelor,NA,NA,NA
Scholarships Offered by Departments of the Faculty of Humanities,PolyU recognises the achievements of outstanding prospective and current students. Scholarships are offered to outstanding local and non-local students alike. ...,https://www.scholarshipportal.com/scholarship/scholarships-offered-by-departments-of-the-faculty-of-humanities,Bachelor,NA,NA,NA
Post Entry Scholarship - The Hong Kong Polytechnic University,These scholarships are for students who are already studying at PolyU and are awarded on the basis of academic and/or non-academic achievements. ...,https://www.scholarshipportal.com/scholarship/post-entry-scholarship-the-hong-kong-polytechnic-university,Bachelor,NA,NA,NA
International Student Grant,The Office of International Affairs (OIA) awards partial tuition grants each semester to international students at The Ohio State University. These grants are intended to help international students who are within two semesters of...,https://www.scholarshipportal.com/scholarship/international-student-grant,"Bachelor, , Master",NA,NA,NA
Elsa-Neumann-Scholarships,"Pursuant to the Berlin state Act on the Promotion of Junior Achievement in Academic, Scientific and Artistic Fields (Gesetz zur Förderung des wissenschaftlichen und künstlerischen Nachwuchses), scholarships are awarded for doctora...",https://www.scholarshipportal.com/scholarship/elsa-neumann-scholarships,"Master, , Phd",per month,01-Nov-22,NA
The McCall MacBain Scholarships at McGill,"The McCall MacBain Scholarships at McGill are Canada’s first comprehensive, leadership-driven scholarships for master’s and professional degree students. ...",https://www.scholarshipportal.com/scholarship/the-mccall-macbain-scholarships-at-mcgill,"Master, , Phd",NA,25-Aug-22,NA
Deutschlandstipendium scholarship,The Deutschlandstipendium scholarship allows students at Freie Universität Berlin of all nations and all parts of society to fully concentrate on their studies. ...,https://www.scholarshipportal.com/scholarship/deutschlandstipendium-scholarship,"Bachelor, , Master, , Phd",per month,NA,NA
Undergraduate Research Scholarships,The Undergraduate Research Scholarship (URS) provides first and second-year students scholarship funding for participating in the research and creative work with faculty. Undergraduate Research Scholarships (URS) are awarded by th...,https://www.scholarshipportal.com/scholarship/undergraduate-research-scholarships,Bachelor,up to,NA,NA
Clark (Mile-End) Bursary Fund,The Clark (Mile-End) Bursary Fund is a charitable endowment which was established in 1868 by a Victorian philanthropist by the name of John Clark. He was a thread manufacturer and prominent citizen from Paisley. The fund is now go...,https://www.scholarshipportal.com/scholarship/clark-mile-end-bursary-fund,"Master, , Phd",up to 1500,15-Sep-22,NA
Faculty-Specific Achievement Awards - McMaster University,Established in 2020 to celebrate the academic achievements of students entering Level 1. ...,https://www.scholarshipportal.com/scholarship/faculty-specific-achievement-awards-mcmaster-university,Bachelor,up to 3000,29-Apr-23,NA
The McMaster Chinese Alumni – Peter George International Entrance Scholarships,Established in 1999 by Chinese Alumni (Toronto Chapter) of McMaster University. ...,https://www.scholarshipportal.com/scholarship/the-mcmaster-chinese-alumni-peter-george-international-entrance-scholarships,Bachelor,NA,NA,NA
The Woo Family International Entrance Scholarships,"Established in 1999 by Mr. Chung How Woo in honour of his late wife, Mrs. Ching Yung Chiu-Woo, mother and mother-in-law of four McMaster graduates. ...",https://www.scholarshipportal.com/scholarship/the-woo-family-international-entrance-scholarships,Bachelor,NA,NA,NA
The McMaster University Award of Excellence,Established in 2020 to celebrate the academic achievements of students entering a Level 1 program in the top 10% of their Faculty. ...,https://www.scholarshipportal.com/scholarship/the-mcmaster-university-award-of-excellence,Bachelor,NA,29-Apr-23,NA
LION scholarship,Non-Dutch nationals are eligible for a scholarship awarded by the Leiden Institute of Physics (LION) on funds made available by the Den Adel Fund for Experimental Physics and the Lorentz Fund for Theoretical Physics. About 10% of ...,https://www.scholarshipportal.com/scholarship/lion-scholarship,Master,NA,01-Feb-23,NA
WBS Scholarships,The University of Warwick are investing in the future by enabling the most academically talented students to receive a top-quality business education. The University of Warwick has £6million+ of WBS Scholarships available for MBA...,https://www.scholarshipportal.com/scholarship/wbs-scholarships,Master,NA,NA,NA
Mathematics CDT Studentships,"The Centre for Doctoral Training (CDT) in Mathematics has a significant number of studentships. Please note that the demand for financial assistance is high and therefore very competitive. If you are from outside the UK, you are s...",https://www.scholarshipportal.com/scholarship/mathematics-cdt-studentships,Phd,NA,NA,NA
EPSRC DTP Scholarship,"The University of Warwick has been awarded over 50 EPSRC-funded studentships, spanning departments across the faculty of Science, Engineering and Medicine. To find out more about individual projects, please contact the department ...",https://www.scholarshipportal.com/scholarship/epsrc-dtp-scholarship,Phd,NA,NA,NA
Inlaks Shivdasani Scholarships,"The scholarship covers full tuition fees, adequate living expenses and one-way travel allowance and health allowance. The evidence of additional funding must be shown at the time of the preliminary interviews. Acceptance of other ...",https://www.scholarshipportal.com/scholarship/inlaks-shivdasani-scholarships,"Bachelor, , Master, , Phd",NA,NA,NA
